word,mean_RT_ms,mean_accuracy,length,log_frequency,AoA,OLD20,concreteness,contextual_diversity,OLD20F,orthographic_neighbourhood_n,mean_D_Zscore,n_rows,n_subjects
authoritarianism,1765.333,0.96,16,0.301029996,13.44,6.2,1.67,0.301029996,5.39,0,2.307,3,3
authoritative,1824.0,0.91,13,1.041392685,11.72,4.9,1.68,1.041392685,6.338,0,1.495,2,2
authority,1155.0,1,9,3.034628457,7.5,3.55,2.34,2.898725182,6.97,0,-0.193,2,2
authorization,699.0,0.97,13,2.267171728,11.11,4.05,2.45,2.161368002,5.895,0,-0.272,2,2
authorize,852.5,1,9,2.025305865,9.84,3.1,2.22,1.973127854,5.404,0,0.122,2,2
authorship,840.5,0.94,10,0.77815125,10.59,4.25,2.52,0.77815125,6.295,0,0.115,4,4
autism,1372.0,0.89,6,1.568201724,14.21,2.7,2.69,1.301029996,7.109,0,0.095,2,2
autistic,1386.0,0.82,8,1.770852012,14.35,2.9,2.89,1.477121255,6.836,1,1.323,2,2
auto,490.5,1,4,2.593286067,7.22,1.9,4,2.462397998,8.522,1,-0.899,2,2
autobiographical,959.5,1,16,1.361727836,9.33,6.55,2.77,1.278753601,5.605,0,0.934,2,2
autobiography,657.0,1,13,1.62324929,9.83,4.9,3.74,1.51851394,5.364,0,-0.112,1,1
autocracy,1275.0,0.94,9,0.477121255,13.29,3.45,2.23,0.477121255,6.76,0,2.179,2,2
autocrat,998.0,0.62,8,0.301029996,13.67,3.4,,0.301029996,6.352,0,0.283,2,2
autocratic,882.0,0.76,10,0.698970004,14.35,3.45,1.74,0.698970004,6.084,0,0.574,1,1
autograph,711.5,1,9,2.620136055,6.89,3.5,4.23,2.437750563,5.549,0,-0.039,2,2
automate,1050.5,0.85,8,0.698970004,11.76,2.8,2.71,0.602059991,6.378,2,0.005,2,2
automated,859.0,0.97,9,1.86923172,11.11,2.9,2.75,1.755874856,6.244,1,-0.043,3,3
automatic,901.0,0.97,9,2.552668216,9,2.7,2.82,2.439332694,6.243,0,0.784,2,2
automaton,1824.0,0.41,9,1.079181246,14.4,3.45,3.46,1.079181246,6.652,0,2.763,1,1
automobile,813.25,0.97,10,2.465382851,7.11,4.15,4.96,2.28780173,5.893,0,0.401,4,4
autonomic,897.0,0.83,9,1,13.47,3.55,,1,6.057,0,-0.184,1,1
autonomous,974.0,0.91,10,1.079181246,12.59,4.45,2,1,6.239,0,-0.086,3,3
autonomy,1066.25,0.94,8,1.447158031,13.82,3.35,2.04,1.361727836,6.725,0,1.463,4,4
autopsy,629.0,0.91,7,2.69019608,11.71,3.1,4.29,2.465382851,6.751,0,-0.64,1,1
autumn,662.75,1,6,2.28780173,6,2.9,3.27,2.146128036,7.925,0,-0.647,4,4
autumnal,1409.5,0.58,8,0.954242509,13.06,3.7,,0.84509804,7.357,0,2.231,2,2
auxiliary,1170.667,0.97,9,2.041392685,14,3.85,2.64,1.903089987,6.589,0,0.247,3,3
avail,1297.667,0.94,5,1.643452676,12.11,1.95,1.33,1.633468456,7.979,0,0.451,3,3
availability,876.667,0.97,12,1.491361694,9,3.85,2.32,1.447158031,5.998,0,-0.048,3,3
available,579.8,0.97,9,3.121887985,8.5,3.15,2.11,3.029383778,5.901,1,-0.644,5,5
avalanche,946.0,0.94,9,2.240549248,9.6,3.9,4.32,1.740362689,7.027,0,0.523,1,1
avarice,945.0,0.41,7,1.414973348,13.55,3,,1.301029996,7.883,0,0.332,1,1
avenge,596.0,0.88,6,2.190331698,10.68,2.55,2.07,2.079181246,7.595,1,-0.814,1,1
avenging,467.0,0.91,8,1.380211242,11.32,2.7,2.07,1.342422681,6.588,0,-0.785,2,2
avenue,766.667,0.94,6,2.935507266,7,2.55,4,2.752048448,7.69,1,-0.228,3,3
average,510.667,1,7,2.929418926,8.9,2.3,2.4,2.771587481,6.244,1,-0.824,3,3
averse,584.0,0.7,6,1.204119983,13.74,1.9,,1.204119983,7.253,0,-0.796,1,1
aversion,983.5,0.88,8,1.838849091,11.94,2.65,1.85,1.740362689,6.893,0,-0.469,2,2
avert,539.0,0.79,5,1.491361694,10.71,1.85,2.41,1.447158031,7.824,4,-0.488,1,1
aviation,683.0,0.91,8,1.86923172,10.32,2.45,3.39,1.672097858,7.006,0,-0.327,2,2
aviator,669.0,0.88,7,1.462397998,8.95,2.6,4.57,1.361727836,6.765,0,-0.182,3,3
avid,802.0,0.64,4,1.414973348,11.11,1.7,1.72,1.322219295,8.44,5,0.189,1,1
avocado,706.0,0.94,7,1.799340549,9.29,3.25,4.89,1.643452676,6.966,0,-0.173,2,2
avocation,752.0,0.75,9,1,15.88,2.4,,1,7.26,1,-0.207,2,2
avoid,550.667,1,5,3.093421685,8.5,2,2.41,3.018700499,7.858,1,-0.787,3,3
avoidable,620.667,0.97,9,0.477121255,9.22,3.15,1.79,0.477121255,6.342,0,-0.266,3,3
avoidance,1345.0,0.97,9,1.431363764,11.68,3.55,1.86,1.397940009,7.148,0,0.111,1,1
await,756.5,0.97,5,2.260071388,9,1.9,1.54,2.212187604,8.293,0,-0.217,2,2
awake,715.333,1,5,3.134495856,4.67,1.8,3.32,3.007320953,7.811,3,-0.305,3,3
awaken,836.0,1,6,2.100370545,7.17,2.1,3.45,1.991226076,7.224,2,-0.082,2,2
awakening,473.0,1,9,1.806179974,10.89,3,3.07,1.72427587,6.553,0,-0.974,2,2
award,805.0,0.97,5,2.818225894,7.5,1.85,4.14,2.582063363,8.286,2,0.018,3,3
aware,520.0,0.97,5,3.259832699,6.75,1.85,2,3.132579848,8.071,3,-1.147,1,1
awareness,927.0,1,9,2.064457989,9.3,2.95,1.84,1.977723605,5.245,0,-0.101,2,2
awash,1052.0,0.56,5,1.230448921,11.4,1.85,2.08,1.230448921,7.451,2,0.908,1,1
away,759.0,0.97,4,4.571440954,5.070761,1.85,2.23,3.879726497,8.137,2,0.275,3,3
awe,710.0,0.88,3,2.130333768,9.06,1.3,1.89,1.982271233,8.819,15,-0.445,2,2
awed,868.5,0.79,4,0.84509804,10.41,1.75,1.78,0.84509804,7.632,6,0.246,2,2
awesome,536.2,0.97,7,3.204391332,7.33,2.95,1.83,2.941511433,7.111,0,-0.708,5,5
awestruck,1035.0,0.7,9,0.602059991,10.28,4.1,2.03,0.602059991,6.55,0,0.391,2,2
awful,535.75,0.97,5,3.509874285,6.26,2.55,1.92,3.320769228,7.119,0,-0.769,4,4
awfulness,931.333,0.97,9,0.77815125,9.67,3.55,2.2,0.77815125,5.008,0,0.489,3,3
awhile,541.0,0.94,6,2.684845362,7.116905,2.5,1.54,2.559906625,7.401,0,-0.55,1,1
awkward,649.0,0.94,7,2.863917377,8.58,2.85,2,2.756636108,7.843,0,-0.724,1,1
awkwardness,655.0,0.94,11,1.51851394,9.89,4.5,2.34,1.51851394,5.886,0,-0.511,2,2
awl,744.0,0.34,3,0.477121255,10.75,1.65,3.81,0.477121255,8.766,4,0.664,1,1
awning,1359.5,0.66,6,1.397940009,11.06,1.75,4.61,1.278753601,6.964,2,2.244,2,2
awry,1073.0,0.67,4,1.462397998,11.603502,1.85,2.1,1.431363764,8.354,2,0.22,2,2
ax,534.0,0.88,2,2.346352974,6.31763,1.25,4.9,2.201397124,9.746,14,-0.641,2,2
axe,516.5,0.97,3,2.397940009,6.11,1.4,5,2.184691431,8.811,12,-0.475,2,2
axial,737.667,0.75,5,0.903089987,11.62,2,,0.903089987,7.365,0,-0.39,3,3
axiom,929.5,0.59,5,0.903089987,16.25,2.5,2,0.903089987,7.757,0,0.143,2,2
axiomatic,933.5,0.36,9,0.477121255,12.5,3.3,,0.477121255,6.26,0,0.298,2,2
axis,612.0,1,4,1.913813852,12.1,1.9,3.57,1.716003344,8.391,4,-0.661,3,3
axle,703.333,0.97,4,1.806179974,10.85,1.8,4.5,1.662757832,8.009,1,-0.341,3,3
aye,893.0,0.4,3,3.349665984,9.685242,1.2,2.09,2.604226053,8.988,19,0.219,1,1
azalea,775.0,0.45,6,0.84509804,13,2.9,4.4,0.698970004,6.93,0,0.234,1,1
azure,1246.0,0.79,5,1.204119983,12.54,2,,1.113943352,8.206,0,1.084,2,2
babble,572.667,0.94,6,1.653212514,7.17,1.7,3.31,1.62324929,6.105,5,-1.062,3,3
babe,589.0,0.97,4,3.258876629,6.61,1.5,3.67,2.996511672,8.224,10,-0.58,2,2
baby,522.0,0.97,4,4.41462243,3.84,1.9,5,3.706632451,8.182,2,-0.892,3,3
babyhood,828.0,0.94,8,0.301029996,7.85,3.7,2.77,0.301029996,5.814,0,0.049,3,3
baccalaureate,1339.0,0.52,13,0.301029996,15.15,6.05,,0.301029996,5.557,0,0.12,1,1
baccarat,1074.0,0.32,8,1.602059991,13.75,3.65,,1.414973348,6.407,0,0.288,1,1
bachelor,601.5,0.97,8,2.703291378,12,3.6,4.32,2.480006943,6.755,0,-0.454,4,4
back,567.667,0.94,4,5.01058826,5.305215,1,4.33,3.917715517,8.312,18,-0.991,3,3
backache,1033.0,0.88,8,1.146128036,7.89,3.3,4,1.146128036,6.765,0,0.447,2,2
backbend,736.667,0.88,8,0.477121255,9.44,2.75,3.92,0.477121255,5.758,1,-0.126,3,3
backboard,856.5,0.94,9,1.397940009,8.63,2.8,4.93,1.397940009,5.502,1,0.052,2,2
backbone,592.0,1,8,1.929418926,6.95,2.95,4.19,1.897627091,5.385,0,-0.916,2,2
backdoor,606.667,0.97,8,1.491361694,6.11,3.55,4.5,1.462397998,6.157,0,-0.604,3,3
backdrop,1148.333,0.97,8,1.397940009,9.78,3.5,4.48,1.361727836,6.113,0,-0.004,3,3
backfire,1093.0,1,8,1.653212514,10.47,3.2,2.86,1.568201724,6.145,0,1.048,3,3
backgammon,1070.0,0.9,10,1.579783597,10,5,4.47,1.361727836,6.516,0,0.366,3,3
background,678.0,1,10,2.954242509,8.67,3.65,3.26,2.825426118,5.486,0,-0.65,3,3
backhand,621.0,0.94,8,1.579783597,8.67,2.75,3.88,1.505149978,5.41,1,-0.086,2,2
backhanded,894.25,1,10,0.903089987,10,3.9,2.76,0.903089987,5.759,1,0.324,4,4
backlash,539.0,0.94,8,0.903089987,10.44,2.85,1.85,0.903089987,5.936,1,-0.689,3,3
backless,877.0,1,8,1.204119983,11.78,2.4,3.74,1.176091259,5.597,0,-0.171,4,4
backlog,768.667,0.76,7,1.255272505,12.43,2.95,3.29,1.176091259,6.825,0,0.557,3,3
backpack,556.5,0.97,8,2.271841607,5.38,3,4.96,2.120573931,5.872,0,-0.768,2,2
backpedal,980.0,0.85,9,0.477121255,11,3.9,3.81,0.477121255,5.673,0,0.386,2,2
backscratcher,1098.0,0.93,13,0.77815125,6.63,5.65,4.58,0.477121255,5.278,0,1.45,2,2
backseat,771.0,1,8,2.071882007,5.11,3,4.61,2.037426498,6.057,0,-0.16,2,2
backside,516.0,0.97,8,1.934498451,5.61,2.95,4.07,1.826074803,6.382,0,-0.791,3,3
backslide,821.0,0.91,9,0.301029996,13.05,3.6,2.93,0.301029996,5.838,0,0.786,3,3
backstage,860.5,0.94,9,2.418301291,9.239885,3.5,4.31,2.260071388,6.2,0,-0.266,2,2
backstairs,1332.333,0.91,10,1.041392685,9.17,3.95,4.33,0.954242509,6.037,0,0.325,3,3
backstroke,1745.5,0.94,10,1.176091259,8.65,4.15,4.46,1.146128036,5.466,0,1.997,2,2
backtalk,961.0,0.91,8,0.602059991,7.89,3.3,3.11,0.602059991,6.056,0,0.874,3,3
backtrack,1360.0,0.97,9,1.591064607,11.75,3.55,2.59,1.414973348,5.966,0,0.293,2,2
backup,584.0,0.97,6,2.936010796,11.11,2.6,3.2,2.761927838,6.986,0,-1.078,2,2
backward,616.25,0.97,8,2.204119983,5.763466,2.55,3.41,2.113943352,5.925,1,-0.733,4,4
backwards,935.667,0.97,9,2.824776462,5.976606,2.95,3.17,2.716837723,5.959,1,-0.02,3,3
backwash,751.0,1,8,1.176091259,9.26,3.1,3.76,1.176091259,6.352,1,-0.31,3,3
backwater,594.667,0.97,9,1.505149978,12.78,3.65,3.04,1.447158031,5.634,0,-0.073,3,3
backwoods,573.0,0.85,9,1.447158031,10.26,3.6,3.22,1.361727836,5.26,0,-0.635,4,4
bacon,563.0,1,5,2.782472624,5,1.85,4.9,2.602059991,7.743,3,-0.719,1,1
bacteria,587.5,1,8,2.193124598,9.28,2.8,4.14,2.004321374,6.607,0,-0.512,2,2
bacterial,601.0,0.97,9,1.579783597,10.55,3.05,3.54,1.51851394,6.503,0,-0.391,1,1
bacterium,1012.0,0.88,9,1,12.62,3.6,3.69,0.903089987,6.145,0,0.595,3,3
bad,837.667,1,3,4.444122899,2.79,1,1.68,3.858236335,8.998,23,-0.212,3,3
badge,677.667,0.86,5,2.891537458,6.11,1.75,4.93,2.666517981,7.655,4,-0.603,3,3
badger,690.0,0.91,6,1.954242509,8.74,1.9,4.37,1.770852012,6.983,3,-0.197,1,1
badly,631.667,1,5,3.126131407,6.584055,1.9,1.93,3.023663918,7.426,4,-0.591,3,3
badminton,2027.0,0.73,9,1.301029996,10.94,3.95,4.7,1.204119983,7.386,0,5.499,1,1
badness,735.5,0.94,7,1.477121255,5.61,2.15,2.26,1.301029996,6.103,2,-0.567,4,4
baffle,885.0,0.88,6,0.954242509,10.28,2.2,2.37,0.84509804,6.635,2,2.114,1,1
baffling,859.5,0.97,8,1.204119983,11.26,2.8,1.72,1.204119983,6.168,2,-0.315,2,2
bag,551.667,1,3,3.680969718,4.28,1,4.9,3.399500661,8.718,25,-0.781,3,3
baggy,774.8,0.97,5,1.69019608,6.83,1.95,3.61,1.653212514,6.504,3,-0.542,5,5
bagpipe,958.75,0.97,7,1.204119983,9.33,3.1,4.97,1.113943352,6.755,0,0.404,4,4
bail,903.333,0.94,4,2.947433722,10.16,1.15,3.86,2.718501689,8.273,16,0.043,3,3
bailiff,2342.0,0.7,7,2.045322979,11.94,2.95,4.5,1.812913357,6.168,0,2.52,1,1
bait,673.25,1,4,2.696356389,7.11,1.7,4.45,2.59439255,8.477,5,-0.51,4,4
bake,1223.0,0.88,4,2.51054501,5.5,1,4.21,2.365487985,8.534,19,0.314,2,2
baker,653.0,1,5,2.844477176,6.040548,1.4,4.71,2.423245874,7.183,8,0.077,3,3
bakery,536.667,0.97,6,2.255272505,7.16,1.95,4.83,2.071882007,6.781,1,-0.823,3,3
baklava,1446.0,0.49,7,1.204119983,15.69,3.5,4.32,1.079181246,6.718,0,1.372,1,1
balance,612.0,1,7,2.883661435,9.89,2.4,2.89,2.781755375,7.054,1,-0.426,2,2
balanced,691.5,1,8,2.086359831,8.076035,2.65,2.79,2.033423755,6.52,1,-0.087,2,2
bald,1504.0,0.94,4,2.696356389,7.26,1.5,4.69,2.525044807,8.501,9,1.09,3,3
balding,753.0,0.94,7,1.462397998,8.39,1.9,3.93,1.361727836,7.015,3,-0.107,2,2
baldness,915.0,1,8,1.113943352,6.55,2.2,3.96,1.079181246,5.327,1,1.017,2,2
baldy,1160.333,0.94,5,1.755874856,8.5,1.85,,1.544068044,7.5,4,0.387,3,3
bale,650.5,0.65,4,2.021189299,8.2,1,4.3,1.380211242,7.978,25,-0.276,2,2
baleful,1261.0,0.52,7,0.77815125,13.29,2.65,,0.698970004,5.969,1,0.84,1,1
balk,1062.5,0.71,4,0.602059991,12.93,1.3,2.76,0.602059991,8.221,15,0.548,2,2
ball,480.0,0.94,4,3.728678367,2.9,1,5,3.316180099,8.413,20,-1.218,1,1
ballad,943.667,0.88,6,1.86332286,11.21,1.85,3.88,1.748188027,6.89,1,-0.075,3,3
ballast,526.0,0.28,7,1.785329835,15.24,2.55,3.14,1.505149978,6.631,0,-0.782,1,1
ballerina,837.2,0.94,9,2.075546961,5.26,3.15,4.61,1.838849091,6.469,0,0.206,5,5
ballistic,1087.5,0.91,9,1.77815125,15.58,3.5,2.61,1.73239376,6.348,0,0.442,2,2
ballistics,864.5,0.76,10,2.08278537,13,3.85,3.12,1.919078092,6.775,0,0.147,2,2
balloon,712.5,0.97,7,2.646403726,4.37,2.4,4.92,2.418301291,6.415,0,-0.873,2,2
balloonist,641.0,0.91,10,0.602059991,9.94,3.7,4.5,0.602059991,5.552,0,-0.234,3,3
ballot,683.0,0.97,6,1.84509804,8.83,1.85,4.73,1.568201724,6.218,2,-0.308,4,4
ballplayer,1015.333,0.97,10,1.51851394,7.42,4.1,4.68,1.361727836,6.011,0,-0.253,3,3
ballpoint,664.0,1,9,1.322219295,8.38,3.6,4.41,1.255272505,6.249,0,-0.268,2,2
ballroom,571.0,0.97,8,2.344392274,7.37,2.95,4.7,2.103803721,5.57,0,-0.744,1,1
balm,579.0,0.86,4,1.491361694,10.28,1.6,3.68,1.397940009,8.248,9,-0.543,2,2
bamboo,926.0,1,6,1.908485019,9.28,2.7,4.86,1.785329835,6.531,0,-0.18,3,3
bamboozle,996.0,0.84,9,0.602059991,14.38,4,2.25,0.602059991,5.896,0,0.412,3,3
banal,689.0,0.29,5,1.176091259,16.54,1.9,,1.079181246,7.714,1,-0.054,1,1
banana,554.5,1,6,2.738780558,3.78,2.4,5,2.5132176,7.208,0,-0.761,2,2
band,752.25,1,4,3.435366507,6.16,1,4.68,3.050379756,9.498,16,-0.332,4,4
bandage,796.333,0.97,7,2.167317335,5.94,2.3,4.85,2.100370545,7.057,1,0.142,3,3
bandanna,1519.5,0.59,8,1.342422681,8.59,3.3,5,1.113943352,6.852,0,1.631,2,2
bandit,812.333,1,6,2.283301229,8.15,2.4,4.36,1.982271233,7.46,1,-0.152,3,3
bandmaster,985.333,0.97,10,0.301029996,11.95,3.7,4.25,0.301029996,5.736,0,0.343,3,3
bandstand,930.0,0.97,9,1.62324929,9,3.3,4.19,1.397940009,5.474,1,0.314,4,4
bandwagon,676.0,0.94,9,1.397940009,11.05,3.8,3.29,1.380211242,6.478,0,-0.044,3,3
bane,898.0,0.56,4,1.977723605,9.6,1,,1.544068044,7.941,23,0.224,1,1
bang,504.75,1,4,3.008600172,5.74,1.2,3.77,2.770115295,8.249,18,-0.798,4,4
bangle,1678.0,0.68,6,0.77815125,8.65,1.65,4.38,0.77815125,6.649,6,1.488,2,2
banish,766.0,0.88,6,1.84509804,9.89,1.9,2.41,1.72427587,6.37,2,0.784,1,1
banishment,833.333,0.97,10,1.041392685,10.5,3.6,2.16,1,5.408,0,-0.158,3,3
banister,1388.0,0.94,8,1.832508913,10,2.4,4.75,1.505149978,6.406,1,0.209,1,1
banjo,956.0,0.91,5,1.924279286,8.44,2.3,4.9,1.707570176,7.833,0,-0.325,1,1
bank,652.0,0.97,4,3.636989102,6.44,1.05,4.78,3.20167018,8.165,18,-0.582,2,2
bankbook,922.25,0.94,8,0.954242509,11.47,3.2,4.81,0.954242509,5.91,0,0.221,4,4
banker,539.0,1,6,2.387389826,6.89,1.4,4.43,2.206825876,6.656,12,-0.682,2,2
banking,449.0,0.94,7,2.184691431,9,1.5,3.55,2.096910013,7.112,11,-1.066,2,2
banknote,590.5,0.82,8,0.84509804,12.18,3.7,4.88,0.77815125,6.466,0,-0.425,2,2
bankroll,913.333,0.94,8,1.755874856,11.06,3.6,3.75,1.69019608,6.472,0,0.732,3,3
bankrupt,676.0,1,8,2.158362492,11.33,3.7,3.24,2.100370545,6.161,0,-0.524,1,1
bankruptcy,766.0,0.97,10,2.086359831,11.11,5.1,2.68,1.924279286,6.209,0,-0.268,4,4
banner,432.5,0.94,6,2.481442629,9.17,1.7,4.8,2.133538908,6.953,8,-1.3,2,2
banquet,767.0,0.97,7,2.421603927,8.35,2.8,4,2.212187604,6.423,0,-0.333,3,3
bantam,1226.0,0.44,6,0.698970004,14.22,2.8,,0.698970004,7.248,0,1.276,2,2
banter,621.0,0.85,6,1.851258349,11.25,1.7,2.85,1.785329835,6.973,8,-0.148,1,1
baptism,994.5,1,7,1.792391689,6.58,2.6,3.41,1.568201724,6.477,1,0.024,2,2
baptismal,1080.333,0.82,9,0.84509804,9.19,3.65,3.04,0.84509804,6.987,0,1.087,3,3
baptize,544.0,0.91,7,1.579783597,6.67,2.7,3.83,1.462397998,6.652,0,-0.419,1,1
bar,522.0,0.97,3,3.642068627,6.9,1,4.67,3.346548559,9.028,19,-0.669,3,3
barb,569.0,0.82,4,2.075546961,9.877068,1.6,4.52,1.491361694,8.195,9,-0.869,1,1
barbarian,755.333,0.91,9,1.968482949,9.76,3.1,3.52,1.72427587,6.615,1,-0.172,3,3
barbaric,1020.0,1,8,1.86332286,11.84,3.1,2.5,1.792391689,6.465,0,-0.057,2,2
barbarism,594.0,0.84,9,1.204119983,11.61,3.35,2.41,1.146128036,5.917,0,-0.414,1,1
barbarous,1052.0,0.88,9,1.079181246,12.71,3.6,1.63,1,5.987,0,0.956,3,3
barbecue,599.75,0.97,8,2.6599162,7.83,3.35,4.52,2.436162647,6.346,0,-0.597,4,4
barbed,789.0,0.82,6,1.832508913,10,1.8,3.81,1.72427587,6.396,6,1.421,1,1
barbell,1044.5,0.94,7,1.278753601,11.17,2.65,4.79,0.954242509,6.69,2,-0.019,2,2
barber,500.0,1,6,2.447158031,6.68,1.8,4.59,2.178976947,7.207,4,-0.938,1,1
barbiturate,687.0,0.63,11,0.477121255,14.5,4.1,,0.477121255,5.396,0,-0.395,2,2
bard,712.5,0.52,4,1.62324929,12.86,1.1,,1.414973348,8.399,19,0.088,2,2
bare,789.667,0.97,4,2.629409599,5.78,1,3.21,2.550228353,7.98,27,-0.207,3,3
barefoot,629.0,1,8,2.086359831,5.25,3.8,4.62,1.949390007,6.105,0,-0.242,2,2
barefooted,732.0,0.88,10,1,5.37,3.8,4.33,0.903089987,5.175,0,-0.285,1,1
barely,581.0,1,6,3.171141151,7.223475,1.95,1.71,3.085290578,7.318,2,-0.898,4,4
bargain,673.5,0.97,7,2.787460475,8.72,2.6,2.59,2.674861141,7.68,0,-0.3,2,2
bargaining,1235.25,0.97,10,2.029383778,10.33,3.25,2.76,1.903089987,6.734,0,0.582,4,4
barge,1122.75,0.85,5,2.298853076,9.28,1.75,4.66,2.220108088,7.57,5,1.217,4,4
baritone,1069.0,0.72,8,1.342422681,11.21,2.9,3.67,1.255272505,6.579,0,1.09,1,1
bark,564.0,0.97,4,2.44870632,5.17,1.2,4.52,2.318063335,8.312,19,-1.027,1,1
barkeep,827.0,0.78,7,1.707570176,14.37,2.95,4.22,1.653212514,7.415,0,-0.544,1,1
barley,729.333,0.94,6,1.672097858,9.8,1.95,4.59,1.531478917,6.896,6,-0.503,3,3
barleycorn,1614.0,0.38,10,0.301029996,12.57,4.95,,0.301029996,6.074,0,2.1,1,1
barn,668.5,0.94,4,2.84135947,4.5,1.15,4.79,2.597695186,8.466,16,-0.536,4,4
barnacle,741.5,0.76,8,1.51851394,11.6,2.95,4.92,1.176091259,6.708,0,-0.504,4,4
barnstorm,914.0,0.52,9,0.301029996,12.75,3.55,,0.301029996,6.126,0,2.082,1,1
barnyard,908.667,0.88,8,1.662757832,5.38,3.1,4.79,1.51851394,6.478,0,0.218,3,3
barometer,837.0,0.91,9,1.568201724,11.89,3.45,4.57,1.505149978,6.171,0,-0.169,3,3
barometric,1024.0,0.81,10,1.113943352,12.18,4,2.76,1.041392685,6.404,0,0.824,1,1
baron,936.5,0.85,5,2.837588438,11.59,1.6,4.14,2.117271296,7.462,6,0.065,2,2
baronial,1864.5,0.18,8,0.602059991,12.25,3,,0.602059991,5.825,0,2.591,2,2
baroque,579.0,0.56,7,1.230448921,13.54,2.95,2.62,1.146128036,6.658,0,-0.492,1,1
barrack,618.0,0.74,7,1.278753601,10.83,2.8,4.78,0.954242509,7.229,0,-0.316,2,2
barracuda,1058.5,0.78,9,1.556302501,9.89,3.9,5,1.414973348,6.315,0,0.43,4,4
barrage,637.0,0.76,7,1.73239376,10.19,2.3,,1.602059991,6.792,0,-0.043,2,2
barrel,741.0,0.88,6,2.73479983,7.72,1.75,4.86,2.572871602,6.849,4,-0.494,2,2
barren,554.667,0.88,6,1.880813592,11.12,1.85,3.2,1.857332496,6.557,5,-0.677,3,3
barrette,756.0,0.59,8,0.954242509,6.71,3.05,4.12,0.903089987,6.588,0,0.208,2,2
barricade,629.0,0.84,9,1.880813592,11.18,3.25,4.57,1.707570176,6.178,0,-0.07,1,1
barrier,920.0,0.97,7,2.240549248,9.11,1.9,4.41,2.071882007,7.617,4,-0.017,3,3
bartender,1052.75,1,9,2.698100546,8.9,3.2,4.82,2.505149978,6.397,0,0.394,4,4
barter,3116.0,0.85,6,1.672097858,10.72,1.7,2.96,1.602059991,7.271,6,2.577,1,1
basalt,629.5,0.55,6,1.079181246,13.2,2.65,,0.903089987,7.58,0,-0.586,2,2
base,508.0,0.97,4,3.256477206,6.42,1,3.86,3.005180513,8.382,14,-0.875,2,2
baseball,648.5,0.97,8,3.110252917,4.83,3.05,4.86,2.80685803,6.203,0,-0.564,2,2
baseboard,632.5,1,9,1,10.71,2.9,4.9,0.903089987,5.767,0,-0.725,2,2
baseless,1123.0,0.91,8,1.255272505,13,2.5,2.11,1.176091259,5.339,1,1.21,1,1
baseline,547.0,0.97,8,1.591064607,11.61,2.75,2.86,1.431363764,5.922,1,-0.738,1,1
baseman,497.0,0.91,7,1.491361694,8.75,2.65,4.11,1.414973348,6.042,0,-0.685,1,1
basement,639.75,1,8,3.031408464,6.74,2.35,4.89,2.832508913,5.971,2,-0.58,4,4
bash,761.667,0.94,4,2.225309282,8.84,1,3.52,2.086359831,7.381,19,-0.474,3,3
bashful,596.0,0.97,7,1.806179974,6.94,2.8,2.19,1.748188027,5.888,0,-0.347,4,4
basic,806.0,1,5,2.900367129,9.14,1.8,2.26,2.788875116,8.157,4,-0.715,3,3
basics,588.5,0.94,6,2.06069784,6.47,2.4,2.27,2.017033339,7.261,1,-0.879,4,4
basil,568.0,0.97,5,1.84509804,10.132836,1.8,4.76,1.662757832,7.972,5,-0.658,2,2
basin,644.0,0.88,5,1.986771734,10,1.8,4.63,1.838849091,7.945,5,-0.53,1,1
basis,758.5,0.97,5,2.785329835,11.05,1.65,1.83,2.703291378,7.57,8,-0.254,2,2
bask,499.0,0.69,4,1.477121255,10.95,1.4,3.03,1.431363764,8.363,13,-1.029,1,1
basket,602.0,1,6,2.828015064,5.67,1.75,5,2.632457292,7.097,4,-0.587,2,2
basketball,762.333,0.97,10,3.038222638,5.3,4.35,4.97,2.624282096,5.841,0,-0.114,3,3
bass,507.0,0.97,4,2.586587305,8.63,1.1,4.31,2.352182518,7.938,18,-1.051,1,1
basset,953.5,0.65,6,1.146128036,11,1.85,,1.079181246,6.902,4,-0.122,2,2
bassoon,719.5,0.68,7,1.230448921,10.38,2.8,4.67,1,6.956,0,-0.209,2,2
bastard,621.0,1,7,3.524915148,10.45,2.65,3.14,3.222716471,6.769,1,0.101,1,1
bastardize,1127.0,0.82,10,0.301029996,12.67,4.15,1.93,0.301029996,5.409,0,0.872,2,2
bat,515.5,1,3,3.022428371,4.85,1,5,2.749736316,9.45,26,-1.022,2,2
batch,676.333,0.94,5,2.328379603,6.74,1.45,3.8,2.276461804,7.849,11,-0.397,3,3
bath,635.667,0.97,4,3.200850498,3.23,1.2,4.85,2.997823081,8.445,13,-0.451,3,3
bathe,885.333,0.84,5,2.11058971,5,1.75,4.19,2.064457989,7.895,3,0.167,3,3
bathing,608.0,0.97,7,2.579783597,3.84,1.95,4.07,2.436162647,7.078,2,-0.743,4,4
bathrobe,1032.667,0.97,8,1.934498451,7.9,3.4,5,1.812913357,6.665,0,-0.373,3,3
bathroom,569.5,1,8,3.497758718,3,3,4.52,3.263872677,5.774,0,-0.554,4,4
bathtub,530.0,1,7,2.494154594,3.22,3.2,4.92,2.352182518,7.09,0,-1.089,1,1
baton,607.0,0.7,5,2.164352856,7.94,1.9,4.64,1.897627091,7.513,4,-0.688,1,1
